OTU	kingdom	phylum	class	order	family	genus	species	n	score	SH_species	SH_gb_acc	SH_sh_acc	SH_type	identity	coverage	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource	unite_db_version	date_assigned
ITSall_OTUb_2284	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Xylobolus	Xylobolus_illudens	1	1	Xylobolus_illudens	MH855822	SH2592200.08FU	reps_singleton	0.994736842105263	1	Saprotroph	Undefined Saprotroph	Probable	NULL	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_229	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_griseolum	1	1	Penicillium_griseolum	EF422848	SH1530016.08FU	refs	1	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_2547	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora_suttonii	1	1	Cyphellophora_suttonii	GU225946	SH1636087.08FU	refs	1	1	Pathotroph	Animal Pathogen	Probable	Facultative Yeast-Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_2738	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	Arthrinium_kogelbergense	1	1	Arthrinium_kogelbergense	KF144892	SH1540050.08FU	refs	1	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_3830	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_ajelloi	1	1	Trichophyton_ajelloi	AJ000607	SH1650330.08FU	refs	0.994219653179191	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_48	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Troposporella	Troposporella_olivacea	1	1	Troposporella_olivacea	KC222686	SH1514003.08FU	reps	1	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_495	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Monocillium	Monocillium_griseo-ochraceum	1	1	Monocillium_griseo-ochraceum	MG827022	SH1560523.08FU	refs	0.988372093023256	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_6096	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypocopra	Hypocopra_rostrata	1	1	Hypocopra_rostrata	KM067909	SH1542927.08FU	reps	1	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_6646	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina	Dactylellina_haptotyla	1	1	Dactylellina_haptotyla	FJ380943	SH1157759.08FU	reps_singleton	1	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_8067	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_eragrostidis	18	0.9	Curvularia_eragrostidis	KT933674	SH1526750.08FU	reps	1	1	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUb_8321	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis_sexualis	1	1	Ochroconis_sexualis	KF156018	SH1543390.08FU	refs	1	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_1349	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron_griseum	1	1	Oidiodendron_griseum	AF062793	SH1564440.08FU	refs	1	1	Pathotroph-Symbiotroph	Ericoid Mycorrhizal	Probable	Microfungus	NULL	Dark Septate Endophyte	Newsham KK. 2011. New Phytologist 190:783-793 ((https://doi.org/10.1111/j.1469-8137.2010.03611.x)) (as dark septate root endophytes)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_2243	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Penidiella	Penidiella_aggregata	1	1	Penidiella_aggregata	JF499842	SH1571484.08FU	refs	1	1	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_441	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis_angularis	1	1	Umbelopsis_sp	UDB0682370	SH1557764.08FU	reps	0.986238532110092	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_574	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Pseudophialophora	Pseudophialophora_magnispora	1	1	Pseudophialophora_magnispora	KP769836	SH1609448.08FU	reps	0.988372093023256	0.994186046511628	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	Species in this family cause rice blast and take-all; Usually necrotrophic on roots (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_751	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_brizae	2	1	Bipolaris_brizae	KM257054	SH1575706.08FU	refs	0.993710691823899	1	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUc_99	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	Sporormiella_intermedia	1	1	Sporormiella_intermedia	DQ468020	SH1645868.08FU	refs	0.993589743589744	1	Saprotroph	Dung Saprotroph	Highly Probable	Microfungus	NULL	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUd_2210	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Fusicladium	Fusicladium_fagi	1	1	Fusicladium_fagi	EU035431	SH1626902.08FU	refs	0.993103448275862	1	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUd_2212	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_radicina	1	1	Pleosporales_sp	KF428499	SH1546794.08FU	reps	1	1	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUd_4586	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora_trabicola	1	1	Teichospora_trabicola	KU601591	SH1552786.08FU	refs	1	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUd_7061	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_sarcochroum	6	0.857142857142857	Fusarium_sarcochroum	LT746257	SH1212157.08FU	reps_singleton	0.993710691823899	1	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Possible	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUd_8639	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Xenopassalora	Xenopassalora_petrophiles	1	1	Xenopassalora_petrophiles	MG386035	SH1235859.08FU	refs_singleton	1	1	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUd_959	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_collinitus	1	1	Suillus_collinitus	DQ440571	SH1555181.08FU	refs	0.991525423728814	1	Symbiotroph	Ectomycorrhizal	Highly Probable	Boletoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUe_1766	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Edenia	Edenia_gomezpompae	1	1	Edenia_gomezpompae	FJ839619	SH1520732.08FU	refs	0.986666666666667	1	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUe_2041	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Albifimbria	Albifimbria_verrucaria	1	1	Albifimbria_sp	MK018251	SH1567499.08FU	reps	1	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUe_2478	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_spirale	3	0.6	Trichoderma_longipilis	FJ860770	SH1958335.08FU	refs	0.993827160493827	1	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Probable	Microfungus	Soft Rot	Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016)	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUe_4314	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_flanaganii	1	1	Preussia_flanaganii	AY943061	SH1511528.08FU	refs	0.993421052631579	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUe_4875	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Scorias	Scorias_mangiferae	1	1	Scorias_mangiferae	KT588604	SH1549162.08FU	refs	1	1	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUe_49	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora_lolii	1	1	Pyrenophora_lolii	MT193492	SH1575710.08FU	reps	1	1	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUe_5090	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_oxysporum	7	0.7	Fungi_sp	MW215977	SH3568699.08FU	reps_singleton	1	1	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Possible	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUe_7272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_trifolii	1	1	Curvularia_trifolii	KU645990	SH1143636.08FU	reps_singleton	1	1	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUf_1828	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_schmuckeri	1	1	Mortierella_sp	UDB0621257	SH2729067.08FU	reps	1	1	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUf_3245	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_spirale	3	0.6	Trichoderma_longipilis	FJ860770	SH1958335.08FU	refs	1	1	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Probable	Microfungus	Soft Rot	Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016)	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUf_3587	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_cubensis	1	1	Trametes_cubensis	JN164989	SH1565941.08FU	refs	1	1	Saprotroph	Wood Saprotroph	Highly Probable	Polyporoid	White Rot	NULL	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUg_163	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	Paraconiothyrium_brasiliense	1	1	Paraconiothyrium_brasiliense	AY642531	SH2177433.08FU	refs	0.986842105263158	0.986842105263158	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUg_368	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces_anomalus	3	1	Wickerhamomyces_anomalus	JN210892	SH1149436.08FU	reps_singleton	1	1	Pathotroph	Animal Pathogen	Probable	NULL	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUg_78	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Xenogliocladiopsis	Xenogliocladiopsis_cypellocarpae	1	1	Xenogliocladiopsis_cypellocarpae	KM231760	SH1516903.08FU	refs	0.993506493506494	0.993506493506494	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUh_441	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus_cucumeris	1	1	Thanatephorus_cucumeris	MT242549	SH1608957.08FU	reps	1	1	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Possible	NULL	NULL	Host - Fabaceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUh_531	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium_fluviae	1	1	Sordariomycetes_sp	UDB0535944	SH1539610.08FU	reps	0.979166666666667	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUi_1046	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_brunnea	1	1	Exophiala_brunnea	JF747062	SH1560864.08FU	refs	1	1	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
ITSall_OTUi_14	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Coriolopsis	Coriolopsis_caperata	1	1	Coriolopsis_caperata	LN997745	SH1565952.08FU	reps	1	1	Saprotroph	Wood Saprotroph	Highly Probable	Polyporoid	White Rot	NULL	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:28:58 2021
